,Title,Location,Security,Garage,Concierge,Description,Price
30,LUMINEUX Appartement au centre ville a VENDRE,"Mozart à
				Tanger",0,0,0,2 Chambres//1 Salle de bain//Bon état//2 Chambres//1 Salle de bain//Bon état//,700 000 DH
31,Appart F4 de 96 m2 prés de Patisserie Paris,"Centre à
				Tanger",0,0,0,"97
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//7ème
					étage//97
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//7ème
					étage//",950 000 DH
32,Appart F3 rénové en vente à Kawacim,"Du Golf à
				Tanger",0,0,0,"54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//7ème
					étage//54
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//7ème
					étage//",580 000 DH
33,Neuf appart F3 de 163m2 vue sur mer,"Manar à
				Tanger",0,0,0,"163
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//1-5 ans//3ème
					étage//163
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//1-5 ans//3ème
					étage//",3 000 000 DH
34,Appartement de 115m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"115
					m²//4 Pièces//3 Chambres//Nouveau//3ème
					étage//115
					m²//4 Pièces//3 Chambres//Nouveau//3ème
					étage//Moyen standing//En cours de construction//",1 228 000 DH
35,Appartement de 61m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"61
					m²//3 Pièces//2 Chambres//Nouveau//2ème
					étage//61
					m²//3 Pièces//2 Chambres//Nouveau//2ème
					étage//Moyen standing//En cours de construction//",550 000 DH
36,Appartement de 112m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"112
					m²//4 Pièces//3 Chambres//Nouveau//6ème
					étage//112
					m²//4 Pièces//3 Chambres//Nouveau//6ème
					étage//Moyen standing//En cours de construction//",1 128 000 DH
37,Appartement de 72m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"72
					m²//3 Pièces//2 Chambres//Nouveau//1er
					étage//72
					m²//3 Pièces//2 Chambres//Nouveau//1er
					étage//Moyen standing//En cours de construction//",649 000 DH
38,Appartement de 85m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"85
					m²//3 Pièces//2 Chambres//Nouveau//85
					m²//3 Pièces//2 Chambres//Nouveau//Moyen standing//En cours de construction//",761 000 DH
39,"Appartement de 184 m² en vente Real Palm, Tanger","Du Golf à
				Tanger",0,0,0,"184
					m²//5 Pièces//3 Chambres//3 Salles de bains//Nouveau//1er
					étage//184
					m²//5 Pièces//3 Chambres//3 Salles de bains//Nouveau//1er
					étage//Haut standing//En cours de construction//Livraison:
							décembre 2019//",
40,Vend appartement à Marjane. Superficie 89 m²,"Marjane à
				Tanger",0,0,0,"89
					m²//3 Pièces//2 Chambres//1 Salle de bain//8ème
					étage//89
					m²//3 Pièces//2 Chambres//1 Salle de bain//8ème
					étage//",515 666 DH
41,Vend appartement à Marjane. Superficie 83 m²,"Marjane à
				Tanger",0,0,0,"83
					m²//3 Pièces//2 Chambres//1 Salle de bain//9ème
					étage//83
					m²//3 Pièces//2 Chambres//1 Salle de bain//9ème
					étage//",483 558 DH
42,,,0,0,0,,
43,"Appartement de 110m² en vente, Résidence Garden Hills","Sania à
				Tanger",0,0,0,"110
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//110
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//Haut standing//En cours de construction//",
44,Appartement de 45m² en vente Résidence Les Lauriers,"Charf à
				Tanger",0,0,0,"45
					m²//45
					m²//Économique//En cours de construction//",
45,Appartement de 117m² en vente Complexe résidentiel Ibn Khaldoun,"Route Nationale Assilah (N1) à
				Tanger",0,0,0,"117
					m²//3 Pièces//2 Chambres//1 Salle de bain//117
					m²//3 Pièces//2 Chambres//1 Salle de bain//Moyen standing//Finalisé//",830 700 DH
46,Résidence kawacim (2 ch  salon ),"Du Golf à
				Tanger",0,0,0,"99
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//1er
					étage//99
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//1er
					étage//",550 000 DH
47,Magnifique Appartement à vendre à Lotinord,"Marjane à
				Tanger",0,0,0,"100
					m²//4 Pièces//3 Chambres//1 Salle de bain//Bon état//10-20 ans//5ème
					étage//100
					m²//4 Pièces//3 Chambres//1 Salle de bain//Bon état//10-20 ans//5ème
					étage//",1 250 000 DH
48,"Appartement et Duplex à Vendre, Déclaration 100%: VA11","Route Nationale Assilah (N1) à
				Tanger",0,0,0,"136
					m²//6 Pièces//3 Chambres//3 Salles de bains//Nouveau//1-5 ans//4ème
					étage//136
					m²//6 Pièces//3 Chambres//3 Salles de bains//Nouveau//1-5 ans//4ème
					étage//",1 564 000 DH
49,Exclusif: appartement au centre a vendre,"Centre à
				Tanger",0,0,0,"71
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//9ème
					étage//71
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//9ème
					étage//",700 000 DH
50,"Appartement de 109m² en vente, Résidence Qamar","Mister Khouch à
				Tanger",0,0,0,"109
					m²//4 Pièces//3 Chambres//3 Salles de bains//109
					m²//4 Pièces//3 Chambres//3 Salles de bains//Haut standing//Finalisé//Livraison:
							novembre 2021//",1 362 500 DH
51,Bel appartement haut standing A vendre: AV15,"Centre à
				Tanger",0,0,0,"120
					m²//6 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//4ème
					étage//120
					m²//6 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//4ème
					étage//",2 280 000 DH
52,Bel appartement haut standing a vendre:,"Sania à
				Tanger",0,0,0,"136
					m²//7 Pièces//3 Chambres//3 Salles de bains//Nouveau//Moins d'un an//2ème
					étage//136
					m²//7 Pièces//3 Chambres//3 Salles de bains//Nouveau//Moins d'un an//2ème
					étage//",
53,Des Appartements haut standing à Malabata. Tanger,"Tanja Balia à
				Tanger",0,0,0,2 Pièces//2 Chambres//2 Salles de bains//Nouveau//2 Pièces//2 Chambres//2 Salles de bains//Nouveau//,950 000 DH
54,"Appartement en vente à Malabata, Vue sur mer, Tanger","De La Plage à
				Tanger",0,0,0,3 Pièces//2 Chambres//2 Salles de bains//Nouveau//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//,
55,"Des Appartement haut standing à vendre à Moulay youssef, Tanger","Médina à
				Tanger",0,0,0,3 Pièces//2 Chambres//2 Salles de bains//Nouveau//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//,
56,"Studio de 50m² en vente, Résidence Panama","Malabata à
				Tanger",1,0,0,"50
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//50
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//Moyen standing//Finalisé//",700 000 DH
57,"Appartement de 88m² en vente, Résidence Palmera","Mozart à
				Tanger",0,0,0,"88
					m²//3 Pièces//2 Chambres//2 Salles de bains//88
					m²//3 Pièces//2 Chambres//2 Salles de bains//Haut standing//En cours de construction//Livraison:
							juin 2022//",
58,Appartement moderne dans le quartier de Malabata,"Centre à
				Tanger",0,0,0,"146
					m²//5 Pièces//2 Chambres//2 Salles de bains//Bon état//146
					m²//5 Pièces//2 Chambres//2 Salles de bains//Bon état//",2 332 000 DH
59,Magnifique Riad traditionnel,"Médina à
				Tanger",0,0,0,"300
					m²//14 Pièces//8 Chambres//1 Salle de bain//Bon état//300
					m²//14 Pièces//8 Chambres//1 Salle de bain//Bon état//",7 725 000 DH
60,Grand appartement de 3 chambres,"Centre à
				Tanger",0,0,0,"117
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//117
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//",1 500 000 DH
61,Un appartement de 160 mètres carrés dans le centre,"Mozart à
				Tanger",0,0,0,"160
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//160
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//",1 526 400 DH
62,Un magnifique appartement de style colonial,"Médina à
				Tanger",0,0,0,"144
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//144
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//",1 550 000 DH
63,Appartement de 115m2 avec un grand potentiel,"Mozart à
				Tanger",0,0,0,"115
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//115
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//",1 097 100 DH
64,Appartement à l'achat à De La Plage. 2 chambres. Double vitrage et chauffage central,"De La Plage à
				Tanger",0,0,0,"105
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//Moins d'un an//4ème
					étage//105
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//Moins d'un an//4ème
					étage//",1 890 000 DH
65,A vendre bel appart 122 m2 centre ville,"Centre à
				Tanger",0,0,0,"122
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//20-30 ans//4ème
					étage//122
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//20-30 ans//4ème
					étage//",
66,Appartement de 88m² en vente Complexe résidentiel Ibn Khaldoun,"Route Nationale Assilah (N1) à
				Tanger",0,0,0,"88
					m²//3 Pièces//2 Chambres//1 Salle de bain//88
					m²//3 Pièces//2 Chambres//1 Salle de bain//Moyen standing//Finalisé//",651 200 DH
67,Appartement de 57m² en vente Résidence Les Lauriers,"Charf à
				Tanger",0,0,0,"57
					m²//57
					m²//Économique//En cours de construction//",
68,"Studio de 51m² en vente, Résidence Panama","Malabata à
				Tanger",1,0,0,"51
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//51
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//Moyen standing//Finalisé//",714 000 DH
69,Superbe appartement à vendre à Marjane. Superficie 75 m²,"Marjane à
				Tanger",1,0,0,"75
					m²//4 Pièces//3 Chambres//4ème
					étage//75
					m²//4 Pièces//3 Chambres//4ème
					étage//",398 700 DH
70,Appartement à vendre à Marjane. Surface de 79 m²,"Marjane à
				Tanger",1,0,0,"79
					m²//3 Pièces//2 Chambres//1 Salle de bain//5ème
					étage//79
					m²//3 Pièces//2 Chambres//1 Salle de bain//5ème
					étage//",449 194 DH
71,Appartement de 103m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"103
					m²//4 Pièces//3 Chambres//Nouveau//6ème
					étage//103
					m²//4 Pièces//3 Chambres//Nouveau//6ème
					étage//Moyen standing//En cours de construction//",928 000 DH
72,Appartement de 91m² dont 38m² de terrasse en vente Résidence Borj Aya,"Castilla à
				Tanger",0,0,0,"91
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//91
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//Moyen standing//Finalisé//",
73,"Appartement de 111m² dont 42m² de terrasse en vente, Résidence Wiam","Castilla à
				Tanger",0,0,0,"111
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//111
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//Haut standing//Finalisé//",
74,"Appartement au RDC de 64m² en vente, Vistalia","Tanja Balia à
				Tanger",0,0,0,"64
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//64
					m²//3 Pièces//2 Chambres//1 Salle de bain//Nouveau//Moyen standing//En cours de construction//",518 400 DH
75,"Appartement de 163m² avec 33m² de terrasse en vente, Les Belles Résidences","Malabata à
				Tanger",0,0,0,"196
					m²//4 Pièces//3 Chambres//2 Salles de bains//196
					m²//4 Pièces//3 Chambres//2 Salles de bains//Haut standing//En cours de construction//",
76,,,0,0,0,,
77,"Appartement de 110m² en vente, Coral Towers","Bella Vista à
				Tanger",0,0,0,"110
					m²//3 Pièces//2 Chambres//2 Salles de bains//110
					m²//3 Pièces//2 Chambres//2 Salles de bains//Haut standing//En cours de construction//Livraison:
							juin 2022//",
78,Appartement de 50m² en vente Les Belles Résidences Cité Sportive Ziaten,"Marjane à
				Tanger",0,0,0,"56
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//56
					m²//1 Pièce//1 Chambre//1 Salle de bain//Nouveau//Moyen standing//En cours de construction//Livraison:
							décembre 2023//",
79,"Appartement de 68m² en vente, Résidence Glorious Garden","Hay Hassani à
				Tanger",0,0,0,"68
					m²//3 Pièces//2 Chambres//2 Salles de bains//68
					m²//3 Pièces//2 Chambres//2 Salles de bains//Finalisé//Livraison:
							décembre 2023//",
80,Appartement de luxe a vendre: VA16,"Iberie à
				Tanger",0,0,0,"175
					m²//7 Pièces//3 Chambres//3 Salles de bains//Nouveau//Moins d'un an//4ème
					étage//175
					m²//7 Pièces//3 Chambres//3 Salles de bains//Nouveau//Moins d'un an//4ème
					étage//",3 850 000 DH
81,Appartement de 69m² en vente Résidence Borj Deyae,"Tanger City Center à
				Tanger",0,0,0,"69
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//69
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//Haut standing//Finalisé//",
82,"Appartement de 81m² en vente, Résidence Glorious Garden","Hay Hassani à
				Tanger",0,0,0,"81
					m²//3 Pièces//2 Chambres//2 Salles de bains//81
					m²//3 Pièces//2 Chambres//2 Salles de bains//Finalisé//Livraison:
							décembre 2023//",
83,Appartement de 111m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"111
					m²//4 Pièces//3 Chambres//Nouveau//2ème
					étage//111
					m²//4 Pièces//3 Chambres//Nouveau//2ème
					étage//Moyen standing//En cours de construction//",1 122 000 DH
84,Appartement de 118m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"118
					m²//4 Pièces//3 Chambres//Nouveau//1er
					étage//118
					m²//4 Pièces//3 Chambres//Nouveau//1er
					étage//Moyen standing//En cours de construction//",1 188 000 DH
85,Appartement de 89m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"89
					m²//3 Pièces//2 Chambres//Nouveau//1er
					étage//89
					m²//3 Pièces//2 Chambres//Nouveau//1er
					étage//Moyen standing//En cours de construction//",797 000 DH
86,"Appartement de 207m² dont 24m² de terrasse en vente, Résidence Marchan Hills","Marchan à
				Tanger",0,0,0,"207
					m²//5 Pièces//4 Chambres//2 Salles de bains//207
					m²//5 Pièces//4 Chambres//2 Salles de bains//Haut standing//Finalisé//",
87,Appartement de 83m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"83
					m²//3 Pièces//2 Chambres//Nouveau//1er
					étage//83
					m²//3 Pièces//2 Chambres//Nouveau//1er
					étage//Moyen standing//En cours de construction//",748 000 DH
88,Appartement de 78m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"78
					m²//3 Pièces//2 Chambres//Nouveau//3ème
					étage//78
					m²//3 Pièces//2 Chambres//Nouveau//3ème
					étage//Moyen standing//En cours de construction//",703 000 DH
89,Appartement de 97m² en vente Les Jardins de Mesnana Golf,"Mesnana à
				Tanger",0,0,0,"97
					m²//4 Pièces//3 Chambres//Nouveau//6ème
					étage//97
					m²//4 Pièces//3 Chambres//Nouveau//6ème
					étage//Moyen standing//En cours de construction//",977 000 DH
90,Appartement de 53m² en vente Gardenia Tanger,"Tanja Balia à
				Tanger",0,0,0,"53
					m²//2 Chambres//1 Salle de bain//53
					m²//2 Chambres//1 Salle de bain//Économique//En cours de construction//Livraison:
							juin 2022//",245 000 DH
91,Appartement de 45m² en vente Résidence Borj Deyae,"Tanger City Center à
				Tanger",0,0,0,"45
					m²//2 Pièces//1 Chambre//1 Salle de bain//Nouveau//45
					m²//2 Pièces//1 Chambre//1 Salle de bain//Nouveau//Haut standing//Finalisé//",
92,Luxe appartement haute standing a tanger iberia,"De La Plage à
				Tanger",0,0,0,"180
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//5-10 ans//4ème
					étage//180
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//5-10 ans//4ème
					étage//",1 800 000 DH
93,Vend appartement à Médina. 3 chambres. Avec ascenseur,"Médina à
				Tanger",0,0,0,"101
					m²//7 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//4ème
					étage//101
					m²//7 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//4ème
					étage//",
94,Bel appartement à vendre à Iberie. Surface de 113 m². Meublé,"Iberie à
				Tanger",0,0,0,"113
					m²//7 Pièces//3 Chambres//2 Salles de bains//Bon état//113
					m²//7 Pièces//3 Chambres//2 Salles de bains//Bon état//",
95,Superbe appartement à vendre en Centre. 2 belles chambres,"Centre à
				Tanger",0,0,0,"96
					m²//5 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//5ème
					étage//96
					m²//5 Pièces//2 Chambres//1 Salle de bain//Bon état//1-5 ans//5ème
					étage//",1 200 000 DH
96,Appartement de 138m2 en vente à l'ancien Medina,"Médina à
				Tanger",0,0,0,"138
					m²//4 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//138
					m²//4 Pièces//2 Chambres//1 Salle de bain//Bon état//5-10 ans//",980 000 DH
97,"Vente Appartement moderne, centre ville tanger","Mozart à
				Tanger",0,0,0,"62
					m²//6 Pièces//2 Chambres//1 Salle de bain//Nouveau//Moins d'un an//4ème
					étage//62
					m²//6 Pièces//2 Chambres//1 Salle de bain//Nouveau//Moins d'un an//4ème
					étage//",1 054 000 DH
98,Duplex 3 chambres près de l'école Berchet,"Administratif à
				Tanger",0,0,0,"136
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//136
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//",1 800 000 DH
99,Projet en construction a tanja balia,"De La Plage à
				Tanger",0,0,0,"53
					m²//2 Pièces//2 Chambres//1 Salle de bain//Bon état//53
					m²//2 Pièces//2 Chambres//1 Salle de bain//Bon état//",
100,Superbe Appartement 265 m² à TANGER,"Centre à
				Tanger",0,0,0,"276
					m²//4 Pièces//3 Chambres//3 Salles de bains//Bon état//1-5 ans//9ème
					étage//276
					m²//4 Pièces//3 Chambres//3 Salles de bains//Bon état//1-5 ans//9ème
					étage//",
101,Magnifique appartement pour vente,"Administratif à
				Tanger",0,0,0,"147
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//4ème
					étage//147
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//4ème
					étage//",1 980 000 DH
102,Appartement de 70m² en vente Résidence Al Bahja,"Tanja Balia à
				Tanger",0,0,0,"70
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//5ème
					étage//70
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//5ème
					étage//Moyen standing//En cours de construction//",479 500 DH
103,Appartement de 68m² en vente Résidence Al Bahja,"Tanja Balia à
				Tanger",0,0,0,"68
					m²//3 Pièces//2 Chambres//1 Salle de bain//5ème
					étage//68
					m²//3 Pièces//2 Chambres//1 Salle de bain//5ème
					étage//Moyen standing//En cours de construction//",465 800 DH
104,Appartement de 67m² en vente Résidence Al Bahja,"Tanja Balia à
				Tanger",0,0,0,"67
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//5ème
					étage//67
					m²//3 Pièces//2 Chambres//2 Salles de bains//Nouveau//5ème
					étage//Moyen standing//En cours de construction//",458 950 DH
